1 	154 	1595 - The Dragons 	76 [PNW District - West Valley Event] 	78 [PNW District - Central Washington University Event] 	Qualified 	0
65 	33 	1318 - Issaquah Robotics Society 	33 [PNW District - Auburn Mountainview Event] 	Not Played 	Qualified 	0
66 	33 	2944 - Titanium Tigers 	10 [PNW District - West Valley Event] 	23 [PNW District - Central Washington University Event] 	--- 	0
67 	32 	2605 - Sehome Seamonsters 	32 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
68 	32 	2149 - CV Bearbots 	17 [PNW District - West Valley Event] 	15 [PNW District - Central Washington University Event] 	--- 	0
69 	31 	948 - NRG (Newport Robotics Group) 	31 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
70 	30 	488 - Team XBot 	30 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
71 	30 	4918 - The Roboctopi 	30 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
72 	30 	4060 - S.W.A.G. 	30 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
73 	28 	997 - Spartan Robotics 	28 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
74 	28 	3826 - Sequim Robotics Federation "SR... 	28 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
75 	28 	2811 - StormBots 	28 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
76 	26 	2903 - NeoBots 	26 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
77 	26 	3024 - My Favorite Team 	26 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
78 	26 	5295 - Aldernating Current 	26 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
79 	26 	1432 - Metal Beavers 	26 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
80 	26 	6442 - Modern Americans 	16 [PNW District - Central Washington University Event] 	Not Played 	--- 	10
81 	25 	5495 - Aluminati 	25 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
82 	25 	2980 - The Whidbey Island Wild Cats 	25 [PNW District - Mount Vernon Event] 	Not Played 	Qualified 	0
83 	25 	6443 - Falcons 	15 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
84 	24 	4077 - M*A*S*H 	24 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
85 	23 	3070 - Team Pronto 	23 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
86 	23 	5941 - SPQL 	18 [PNW District - Mount Vernon Event] 	Not Played 	--- 	5
87 	23 	3789 - On Track Robotics 	13 [PNW District - West Valley Event] 	10 [PNW District - Central Washington University Event] 	--- 	0
88 	23 	568 - Nerds of the North 	5 [PNW District - Auburn Mountainview Event] 	18 [PNW District - Wilsonville Event] 	--- 	0
89 	22 	4043 - NerdHerd 	22 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
90 	22 	6437 - The Pacific Quakers 	12 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
91 	21 	2926 - Robo Sparks 	8 [PNW District - West Valley Event] 	13 [PNW District - Central Washington University Event] 	--- 	0
92 	21 	6503 - Iron Dragon 	11 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	10
93 	20 	1258 - SeaBot 	20 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
94 	20 	2915 - Pandamonium 	20 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
95 	20 	6456 - Oregon Trail Academy Wi-Fires 	10 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
96 	19 	5977 - Rosemary Anderson H S/POIC 	14 [PNW District - Wilsonville Event] 	Not Played 	--- 	5
97 	18 	4512 - BEARbots 	18 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
98 	17 	4682 - BraveBots 	17 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
99 	17 	2521 - SERT 	17 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
100 	17 	5937 - MI-Robotics 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	5
101 	16 	2522 - Royal Robotics 	16 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
102 	16 	5111 - SaxonBots 	8 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	0
103 	16 	3786 - Chargers 	16 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
104 	16 	4726 - Robo Dynasty 	7 [PNW District - West Valley Event] 	9 [PNW District - Central Washington University Event] 	--- 	0
105 	16 	6465 - Decipher 	6 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
106 	15 	3574 - HIGH TEKERZ 	15 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
107 	14 	4120 - Jagwires 	6 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	0
108 	13 	3393 - Horns of Havoc 	13 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
109 	13 	2635 - Lake Monsters 	13 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
110 	13 	5683 - RAVE 	13 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
111 	12 	3049 - BremerTron 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
112 	12 	2976 - Spartabots 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
113 	12 	1359 - Scalawags 	12 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
114 	11 	3218 - Panther Robotics 	11 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
115 	11 	4051 - Sabin-Sharks 	11 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
116 	10 	3636 - Generals 	10 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
117 	10 	2906 - Sentinel Prime Robotics 	10 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
118 	10 	6696 - Cardinal Dynamics 	Not Played 	Not Played 	--- 	10
119 	9 	4205 - ROBOCUBS 	9 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
120 	9 	4180 - Iron Riders 	9 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
121 	9 	3712 - RoboCats 	4 [PNW District - West Valley Event] 	5 [PNW District - Central Washington University Event] 	--- 	0
122 	9 	4057 - STEAMPUNK 	9 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
123 	9 	2733 - Pigmice 	9 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
124 	9 	2929 - JAGBOTS 	9 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
125 	9 	3781 - Cardinal Robotics 	9 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
126 	9 	3876 - Mabton LugNutz 	9 [PNW District - Central Washington University Event] 	Not Played 	--- 	0
127 	8 	847 - PHRED 	8 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
128 	8 	4461 - Ramen 	8 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
129 	8 	4579 - RoboEagles 	8 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
130 	7 	4131 - Iron Patriots 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
131 	7 	2942 - Panda ER 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
132 	7 	949 - Wolverine Robotics 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
133 	6 	3812 - Bits & Bots 	6 [PNW District - Central Washington University Event] 	Not Played 	--- 	0
134 	6 	4683 - Full-metal Robotics 	6 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
135 	6 	4110 - DEEP SPACE NINERS 	6 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
136 	6 	3684 - Electric Eagles 	6 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
137 	5 	2411 - Rebel @lliance 	5 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
138 	5 	5956 - Falcons 	Not Played 	Not Played 	--- 	5
139 	5 	5970 - BeaverTronics 	Not Played 	Not Played 	--- 	5
140 	4 	3673 - C.Y.B.O.R.G. Seagulls 	4 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
141 	4 	3268 - Vahallabots 	4 [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
142 	0 	492 - Titan Robotics Club 	Not Played 	Not Played 	--- 	0
143 	0 	1510 - Wildcats 	Not Played 	Not Played 	--- 	0
144 	0 	1571 - CALibrate Robotics 	Not Played 	Not Played 	--- 	0
145 	0 	2002 - Tualatin Robotics 	Not Played 	Not Played 	--- 	0
146 	0 	2374 - Crusader Bots 	Not Played 	Not Played 	--- 	0
147 	0 	2412 - Robototes 	Not Played 	Not Played 	--- 	0
148 	0 	2555 - RoboRams 	Not Played 	Not Played 	--- 	0
149 	0 	2898 - Flying Hedgehogs 	Not Played 	Not Played 	--- 	0
150 	0 	3131 - Gladiators 	Not Played 	Not Played 	--- 	0
151 	0 	4127 - LoggerBots 	Not Played 	Not Played 	--- 	0
152 	0 	4132 - Scotbots 	Not Played 	Not Played 	--- 	0
153 	0 	4662 - Byte Sized Robotics 	Not Played 	Not Played 	--- 	0
154 	0 	4692 - Metal Mallards 	Not Played 	Not Played 	--- 	0
155 	0 	5748 - Octo π Rates 	Not Played 	Not Played 	--- 	0
