1 	331 	3238 - Cyborg Ferrets 	65 [PNW District - West Valley Event] 	77 [PNW District - Mount Vernon Event] 	189 [Pacific Northwest District Championship] 	Qualified 	0
54 	99 	5450 - St. Helens Robotics and Engine... 	36 [PNW District - Central Washington University Event] 	39 [PNW District - Lake Oswego Event] 	24 [Pacific Northwest District Championship] 	--- 	0
55 	97 	4173 - Bulldogs 	48 [PNW District - Mount Vernon Event] 	40 [PNW District - Auburn Event] 	9 [Pacific Northwest District Championship] 	--- 	0
56 	96 	3070 - Team Pronto 	23 [PNW District - Mount Vernon Event] 	37 [PNW District - Glacier Peak Event] 	36 [Pacific Northwest District Championship] 	--- 	0
57 	96 	5085 - LakerBots 	37 [PNW District - Wilsonville Event] 	26 [PNW District - Clackamas Academy of Industrial Science Event] 	33 [Pacific Northwest District Championship] 	--- 	0
58 	96 	4495 - Kittitas County Robotics/ Team... 	38 [PNW District - West Valley Event] 	31 [PNW District - Central Washington University Event] 	27 [Pacific Northwest District Championship] 	--- 	0
59 	91 	3693 - GearHead Pirates 	25 [PNW District - West Valley Event] 	36 [PNW District - Central Washington University Event] 	30 [Pacific Northwest District Championship] 	--- 	0
60 	88 	4131 - Iron Patriots 	7 [PNW District - Auburn Mountainview Event] 	51 [PNW District - Auburn Event] 	30 [Pacific Northwest District Championship] 	--- 	0
61 	82 	3393 - Horns of Havoc 	13 [PNW District - Auburn Mountainview Event] 	48 [PNW District - Auburn Event] 	21 [Pacific Northwest District Championship] 	--- 	0
62 	73 	2521 - SERT 	17 [PNW District - Wilsonville Event] 	17 [PNW District - Clackamas Academy of Industrial Science Event] 	39 [Pacific Northwest District Championship] 	--- 	0
63 	71 	6350 - The Enumclaw Hornets 	42 [PNW District - Auburn Mountainview Event] 	7 [PNW District - Auburn Event] 	12 [Pacific Northwest District Championship] 	--- 	10
64 	63 	5937 - MI-Robotics 	12 [PNW District - Auburn Mountainview Event] 	46 [PNW District - Auburn Event] 	--- 	--- 	5
65 	61 	2148 - Mechaknights 	26 [PNW District - West Valley Event] 	35 [PNW District - Central Washington University Event] 	--- 	--- 	0
66 	58 	1432 - Metal Beavers 	26 [PNW District - Wilsonville Event] 	32 [PNW District - Lake Oswego Event] 	--- 	--- 	0
67 	58 	3826 - Sequim Robotics Federation "SR... 	28 [PNW District - Mount Vernon Event] 	30 [PNW District - Auburn Event] 	--- 	Qualified 	0
68 	58 	3588 - the Talon 	25 [PNW District - Auburn Mountainview Event] 	33 [PNW District - Central Washington University Event] 	--- 	--- 	0
69 	57 	6076 - Mustangs 	41 [PNW District - West Valley Event] 	11 [PNW District - Central Washington University Event] 	--- 	--- 	5
70 	57 	4681 - Murphy's law 	40 [PNW District - Auburn Mountainview Event] 	17 [PNW District - Glacier Peak Event] 	--- 	--- 	0
71 	55 	2605 - Sehome Seamonsters 	32 [PNW District - Mount Vernon Event] 	23 [PNW District - Glacier Peak Event] 	--- 	--- 	0
72 	54 	4309 - 4-H Botsmiths 	47 [PNW District - West Valley Event] 	7 [PNW District - Glacier Peak Event] 	--- 	--- 	0
73 	54 	4077 - M*A*S*H 	24 [PNW District - Mount Vernon Event] 	30 [PNW District - Glacier Peak Event] 	--- 	--- 	0
74 	54 	360 - The Revolution 	29 [PNW District - Auburn Mountainview Event] 	25 [PNW District - Mount Vernon Event] 	--- 	--- 	0
75 	54 	4060 - S.W.A.G. 	30 [PNW District - Wilsonville Event] 	24 [PNW District - Auburn Event] 	--- 	Qualified 	0
76 	54 	6129 - Shadle Park 	35 [PNW District - West Valley Event] 	14 [PNW District - Central Washington University Event] 	--- 	--- 	5
77 	53 	1359 - Scalawags 	12 [PNW District - Wilsonville Event] 	41 [PNW District - Lake Oswego Event] 	--- 	--- 	0
78 	53 	4110 - DEEP SPACE NINERS 	6 [PNW District - Wilsonville Event] 	47 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
79 	53 	1899 - Saints Robotics 	35 [PNW District - Auburn Mountainview Event] 	18 [PNW District - Glacier Peak Event] 	--- 	--- 	0
80 	52 	1983 - Skunk Works Robotics 	17 [PNW District - Auburn Mountainview Event] 	35 [PNW District - Central Washington University Event] 	--- 	Qualified 	0
81 	52 	2412 - Robototes 	13 [PNW District - Glacier Peak Event] 	39 [PNW District - Auburn Event] 	--- 	--- 	0
82 	52 	5942 - Warriors 	24 [PNW District - West Valley Event] 	23 [PNW District - Central Washington University Event] 	--- 	--- 	5
83 	52 	4980 - Canine Crusaders 	33 [PNW District - West Valley Event] 	19 [PNW District - Central Washington University Event] 	--- 	--- 	0
84 	51 	4043 - NerdHerd 	22 [PNW District - Wilsonville Event] 	29 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
85 	51 	2635 - Lake Monsters 	13 [PNW District - Wilsonville Event] 	38 [PNW District - Lake Oswego Event] 	--- 	--- 	0
86 	49 	3131 - Gladiators 	4 [PNW District - Clackamas Academy of Industrial Science Event] 	45 [PNW District - Lake Oswego Event] 	--- 	--- 	0
87 	48 	5495 - Aluminati 	25 [PNW District - Auburn Mountainview Event] 	23 [PNW District - Glacier Peak Event] 	--- 	--- 	0
88 	48 	4089 - Stealth Robotics 	37 [PNW District - Auburn Mountainview Event] 	11 [PNW District - Glacier Peak Event] 	--- 	--- 	0
89 	48 	2980 - The Whidbey Island Wild Cats 	25 [PNW District - Mount Vernon Event] 	8 [PNW District - Auburn Event] 	15 [Pacific Northwest District Championship] 	--- 	0
90 	47 	5977 - Rosemary Anderson H S/POIC 	14 [PNW District - Wilsonville Event] 	28 [PNW District - Lake Oswego Event] 	--- 	--- 	5
91 	47 	5748 - Octo π Rates 	6 [PNW District - Glacier Peak Event] 	41 [PNW District - Auburn Event] 	--- 	--- 	0
92 	46 	2915 - Pandamonium 	20 [PNW District - Wilsonville Event] 	26 [PNW District - Lake Oswego Event] 	--- 	--- 	0
93 	46 	3636 - Generals 	10 [PNW District - Wilsonville Event] 	36 [PNW District - Lake Oswego Event] 	--- 	--- 	0
94 	45 	4104 - Blackhawks 	33 [PNW District - West Valley Event] 	12 [PNW District - Central Washington University Event] 	--- 	--- 	0
95 	45 	2923 - Aggies 	25 [PNW District - West Valley Event] 	20 [PNW District - Central Washington University Event] 	--- 	--- 	0
96 	43 	2903 - NeoBots 	26 [PNW District - Mount Vernon Event] 	17 [PNW District - Glacier Peak Event] 	--- 	Qualified 	0
97 	42 	6696 - Cardinal Dynamics 	10 [PNW District - Clackamas Academy of Industrial Science Event] 	22 [PNW District - Lake Oswego Event] 	--- 	--- 	10
98 	42 	3220 - Mechanics of Mayhem 	18 [PNW District - West Valley Event] 	24 [PNW District - Central Washington University Event] 	--- 	--- 	0
99 	42 	847 - PHRED 	8 [PNW District - Wilsonville Event] 	34 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
100 	42 	2976 - Spartabots 	12 [PNW District - Auburn Mountainview Event] 	30 [PNW District - Glacier Peak Event] 	--- 	--- 	0
101 	40 	6443 - Falcons 	15 [PNW District - Wilsonville Event] 	15 [PNW District - Lake Oswego Event] 	--- 	Qualified 	10
102 	39 	3574 - HIGH TEKERZ 	15 [PNW District - Wilsonville Event] 	24 [PNW District - Auburn Event] 	--- 	Qualified 	0
103 	36 	3218 - Panther Robotics 	11 [PNW District - Auburn Mountainview Event] 	25 [PNW District - Glacier Peak Event] 	--- 	Qualified 	0
104 	36 	5941 - SPQL 	18 [PNW District - Mount Vernon Event] 	13 [PNW District - Glacier Peak Event] 	--- 	--- 	5
105 	35 	6442 - Modern Americans 	16 [PNW District - Central Washington University Event] 	9 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	Qualified 	10
106 	35 	6503 - Iron Dragon 	11 [PNW District - Auburn Mountainview Event] 	14 [PNW District - Glacier Peak Event] 	--- 	--- 	10
107 	34 	4692 - Metal Mallards 	12 [PNW District - Clackamas Academy of Industrial Science Event] 	22 [PNW District - Lake Oswego Event] 	--- 	--- 	0
108 	34 	4608 - Duct Tape Warriors 	21 [PNW District - West Valley Event] 	13 [PNW District - Central Washington University Event] 	--- 	--- 	0
109 	33 	2411 - Rebel @lliance 	5 [PNW District - Wilsonville Event] 	28 [PNW District - Lake Oswego Event] 	--- 	--- 	0
110 	33 	3575 - Okanogan FFA 	22 [PNW District - West Valley Event] 	11 [PNW District - Central Washington University Event] 	--- 	--- 	0
111 	33 	2944 - Titanium Tigers 	10 [PNW District - West Valley Event] 	23 [PNW District - Central Washington University Event] 	--- 	--- 	0
112 	33 	6437 - The Pacific Quakers 	12 [PNW District - Wilsonville Event] 	11 [PNW District - Lake Oswego Event] 	--- 	--- 	10
113 	32 	2149 - CV Bearbots 	17 [PNW District - West Valley Event] 	15 [PNW District - Central Washington University Event] 	--- 	--- 	0
114 	32 	6465 - Decipher 	6 [PNW District - Wilsonville Event] 	16 [PNW District - Lake Oswego Event] 	--- 	--- 	10
115 	30 	2522 - Royal Robotics 	16 [PNW District - Mount Vernon Event] 	14 [PNW District - Glacier Peak Event] 	--- 	--- 	0
116 	30 	2929 - JAGBOTS 	9 [PNW District - Auburn Mountainview Event] 	21 [PNW District - Auburn Event] 	--- 	--- 	0
117 	30 	3786 - Chargers 	16 [PNW District - Auburn Mountainview Event] 	14 [PNW District - Auburn Event] 	--- 	--- 	0
118 	29 	4682 - BraveBots 	17 [PNW District - Mount Vernon Event] 	12 [PNW District - Glacier Peak Event] 	--- 	--- 	0
119 	29 	2898 - Flying Hedgehogs 	10 [PNW District - Clackamas Academy of Industrial Science Event] 	19 [PNW District - Lake Oswego Event] 	--- 	--- 	0
120 	29 	6456 - Oregon Trail Academy Wi-Fires 	10 [PNW District - Wilsonville Event] 	9 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	10
121 	27 	4512 - BEARbots 	18 [PNW District - Mount Vernon Event] 	9 [PNW District - Glacier Peak Event] 	--- 	--- 	0
122 	26 	3812 - Bits & Bots 	6 [PNW District - Central Washington University Event] 	20 [PNW District - Lake Oswego Event] 	--- 	--- 	0
123 	26 	2906 - Sentinel Prime Robotics 	10 [PNW District - Auburn Mountainview Event] 	16 [PNW District - Auburn Event] 	--- 	--- 	0
124 	26 	1510 - Wildcats 	9 [PNW District - Clackamas Academy of Industrial Science Event] 	17 [PNW District - Lake Oswego Event] 	--- 	--- 	0
125 	25 	4579 - RoboEagles 	8 [PNW District - Auburn Mountainview Event] 	17 [PNW District - Auburn Event] 	--- 	--- 	0
126 	25 	4051 - Sabin-Sharks 	11 [PNW District - Wilsonville Event] 	14 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
127 	24 	3268 - Vahallabots 	4 [PNW District - Mount Vernon Event] 	20 [PNW District - Glacier Peak Event] 	--- 	--- 	0
128 	24 	1258 - SeaBot 	20 [PNW District - Auburn Mountainview Event] 	4 [PNW District - Auburn Event] 	--- 	--- 	0
129 	23 	3789 - On Track Robotics 	13 [PNW District - West Valley Event] 	10 [PNW District - Central Washington University Event] 	--- 	--- 	0
130 	23 	568 - Nerds of the North 	5 [PNW District - Auburn Mountainview Event] 	18 [PNW District - Wilsonville Event] 	--- 	--- 	0
131 	22 	4057 - STEAMPUNK 	9 [PNW District - Wilsonville Event] 	13 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
132 	22 	2733 - Pigmice 	9 [PNW District - Wilsonville Event] 	13 [PNW District - Lake Oswego Event] 	--- 	--- 	0
133 	21 	3781 - Cardinal Robotics 	9 [PNW District - Auburn Mountainview Event] 	12 [PNW District - Auburn Event] 	--- 	--- 	0
134 	21 	2926 - Robo Sparks 	8 [PNW District - West Valley Event] 	13 [PNW District - Central Washington University Event] 	--- 	--- 	0
135 	20 	5683 - RAVE 	13 [PNW District - Auburn Mountainview Event] 	7 [PNW District - Glacier Peak Event] 	--- 	--- 	0
136 	19 	4127 - LoggerBots 	10 [PNW District - Clackamas Academy of Industrial Science Event] 	9 [PNW District - Lake Oswego Event] 	--- 	--- 	0
137 	18 	4461 - Ramen 	8 [PNW District - Auburn Mountainview Event] 	10 [PNW District - Auburn Event] 	--- 	--- 	0
138 	17 	4205 - ROBOCUBS 	9 [PNW District - Mount Vernon Event] 	8 [PNW District - Auburn Event] 	--- 	--- 	0
139 	17 	3684 - Electric Eagles 	6 [PNW District - Auburn Mountainview Event] 	11 [PNW District - Auburn Event] 	--- 	--- 	0
140 	17 	3049 - BremerTron 	12 [PNW District - Auburn Mountainview Event] 	5 [PNW District - Auburn Event] 	--- 	--- 	0
141 	17 	2555 - RoboRams 	8 [PNW District - Glacier Peak Event] 	9 [PNW District - Auburn Event] 	--- 	--- 	0
142 	17 	4180 - Iron Riders 	9 [PNW District - Mount Vernon Event] 	8 [PNW District - Glacier Peak Event] 	--- 	--- 	0
143 	17 	2942 - Panda ER 	7 [PNW District - Auburn Mountainview Event] 	10 [PNW District - Auburn Event] 	--- 	--- 	0
144 	16 	5111 - SaxonBots 	8 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	--- 	0
145 	16 	4726 - Robo Dynasty 	7 [PNW District - West Valley Event] 	9 [PNW District - Central Washington University Event] 	--- 	--- 	0
146 	16 	3876 - Mabton LugNutz 	9 [PNW District - Central Washington University Event] 	7 [PNW District - Auburn Event] 	--- 	--- 	0
147 	15 	3673 - C.Y.B.O.R.G. Seagulls 	4 [PNW District - Wilsonville Event] 	11 [PNW District - Clackamas Academy of Industrial Science Event] 	--- 	--- 	0
148 	15 	4132 - Scotbots 	7 [PNW District - Clackamas Academy of Industrial Science Event] 	8 [PNW District - Lake Oswego Event] 	--- 	--- 	0
149 	14 	1571 - CALibrate Robotics 	5 [PNW District - Clackamas Academy of Industrial Science Event] 	9 [PNW District - Lake Oswego Event] 	--- 	--- 	0
150 	14 	4120 - Jagwires 	6 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	--- 	0
151 	13 	2002 - Tualatin Robotics 	8 [PNW District - Clackamas Academy of Industrial Science Event] 	5 [PNW District - Lake Oswego Event] 	--- 	--- 	0
152 	11 	4683 - Full-metal Robotics 	6 [PNW District - Mount Vernon Event] 	5 [PNW District - Glacier Peak Event] 	--- 	--- 	0
153 	11 	949 - Wolverine Robotics 	7 [PNW District - Auburn Mountainview Event] 	4 [PNW District - Glacier Peak Event] 	--- 	--- 	0
154 	9 	3712 - RoboCats 	4 [PNW District - West Valley Event] 	5 [PNW District - Central Washington University Event] 	--- 	--- 	0
155 	5 	5956 - Falcons 	Not Played 	Not Played 	--- 	--- 	5
